,Name,Hometown,High School,Year,sport
5726,Jacob Hodges,"Stafford, Va.",Mountain View HS,2012,football
5727,Rijo Walker,"Hampton, Va.",Bethel HS,2012,football
5728,Willem Reesema,"Virginia Beach, Va.",Ocean Lakes HS,2012,football
5729,Wilfred Wahee,"Norfolk, Va.",Norfolk Christian,2012,football
5730,Adam Caplinger,"Broadway, Va.",Broadway HS,2012,football
5731,D.J. Hill,"Covington, Ga.",Newton HS,2012,football
5732,C.J. Moore,"Buford, Ga.",Buford HS,2012,football
5733,Alec Vozenilek,"Richmond, Va.",St. Christopher's School,2012,football
5734,Blake Blaze,"Barnstable, Mass.",Barnstable HS,2012,football
5735,Kyrrel Latimer,"Hyattsville, Md.",DeMatha Catholic HS (Fork Union Military Academy,2012,football
5736,Mike Moore,"Hyattsville, Md.",DeMatha Catholic HS,2012,football
5737,Brian Pomper,"Huntington, N.Y.",St. Anthony's,2012,football
5738,Perry Jones,"Chesapeake, Va.",Oscar Smith HS,2012,football
5739,David Marrs,"Bluefield, Va.",Graham HS,2012,football
5740,Kwontie Moore,"Norfolk, Va.",Norfolk Christian,2012,football
5741,Kye Morgan,"Somerset, N.J.",Franklin HS,2012,football
5742,Billy Skrobacz,"Richmond, Va.",Deep Run HS,2012,football
5743,Divante Walker,"Virginia Beach, Va.",Salem HS,2012,football
5744,Nicholas Conte,"Roanoke, Va.",Patrick Henry HS,2012,football
5745,Kelvin Rainey,"Houston, Texas",Stratford HS,2012,football
5746,Tucker Windle,"Charlotte, N.C.",Charlotte Catholic,2012,football
5747,Darius Lee,"Alexandria, Va.",St. Stephen's & St. Agnes,2012,football
5748,Pablo Alvarez,"Coral Gables, Fla.",Belen Jesuit Prep,2012,football
5749,Demeitre Brim,"Dundee, Fla.",Victory Christian Academy,2012,football
5750,Jeremy Dollin,"Cincinnati, Ohio",Indian Hill HS,2012,football
5751,Henry Coley,"Virginia Beach, Va.",Bayside HS,2012,football
5752,Sammy MacFarlane,"Greenwich, Conn.",Brunswick School,2012,football
5753,Vincent Croce,"Olney, Md.",Our Lady of Good Counsel HS,2012,football
5754,Matt Fortin,"West Chester, Pa.",The Haverford School (Deerfield Academy,2012,football
5755,Charlie Murray,"Charlottesville, Va.",St. Anne's-Belfield,2012,football
5756,Mason Thomas,"Virginia Beach, Va.",Kempsville HS,2012,football
5757,Bill Schautz,"Bloomfield, N.J.",Bergen Catholic HS,2012,football
5758,Israel Vaughan,"Richmond, Va.",Lee-Davis HS,2012,football
5759,Zachary Swanson,"Katy, Texas",Katy HS,2012,football
5760,Marco Jones,"Baltimore, Md.",Boys Latin School,2012,football
5761,Nat Cutler,"New York, N.Y.",Groton School (Mass.,2012,football
5762,Jon Goss,"Montclair, Va.",Forest Park HS,2012,football
5763,Steve Greer,"Solon, Ohio",Solon HS,2012,football
5764,Justin Renfrow,"Morrisville, Pa.",William Penn Charter School,2012,football
5765,Mike Tompkins,"Ashburn, Va.",Stone Bridge HS,2012,football
5766,Chris Brathwaite,"Brooklyn, N.Y.",Holy Cross HS,2012,football
5767,Stephen Lawe,"Norfolk, Va.",Maury HS,2012,football
5768,Diamonte Bailey,"Richmond, Va.",Hermitage HS,2012,football
5769,Mark Hall,"Virginia Beach, Va.",Green Run HS,2012,football
5770,Charlie Richards,"Virginia Beach, Va.",First Colonial HS,2012,football
5771,John Pond,"Chester, Va.",Matoaca HS,2012,football
5772,Cody Wallace,"Moorestown, N.J.",Morrestown HS (Fork Union Military Academy,2012,football
5773,Sean Karl,"Manorville, N.Y.",Eastport-South Manor HS,2012,football
5774,Buddy Ruff,"Norfolk, Va.",Norview HS,2012,football
5775,Ryan Doull,"Kanata, Ontario",All Saints Catholic School (Fork Union Military,2012,football
5776,David Dean,"Virginia Beach, Va.",Green Run HS,2012,football
5777,Nick Koutris,"Oakhill, Va.",Oakton HS,2012,football
5778,Ross Burbank,"Virginia Beach, Va.",Frank W. Cox HS,2012,football
5779,Sam Jowers,"Atlanta, Ga.",Westminster HS,2012,football
5780,Jackson Matteo,"Ashburn, Va.",Broad Run HS,2012,football
5781,Andre Miles-Redmond,"Richmond, Va.",Hermitage HS,2012,football
5782,Luke Bowanko,"Clifton, Va.",Centreville HS,2012,football
5783,Greg Gallop,"Chester, Va.",Thomas Dale HS,2012,football
5784,Matt Mihalik,"Middlefield, Ohio",Gilmour Academy,2012,football
5785,Oday Aboushi,"Brooklyn, N.Y.",Xaverian HS,2012,football
5786,Conner Davis,"Henrico, Va.",Deep Run HS,2012,football
5787,Cameron Fitch,"Chesapeake, Va.",Grassfield HS,2012,football
5788,Kelby Johnson,"Hyattsville, Md.",DeMatha Catholic HS,2012,football
5789,Michael Mooney,"Malvern, Pa.",Malvern Prep,2012,football
5790,Jay Whitmire,"Alexandria, Va.",T.C. Williams HS,2012,football
5791,Morgan Moses,"Richmond, Va.",Meadowbrook HS (Fork Union Military Academy,2012,football
5792,Sean Cascarano,"Glenview, Ill.",Glenbrook South HS,2012,football
5793,Adrian Gamble,"Charlotte, N.C.",Independence HS,2012,football
5794,Jeremiah Mathis,"Bowie, Md.",DeMatha Catholic HS,2012,football
5795,Mario Nixon,"Norfolk, Va.",Norfolk Christian,2012,football
5796,Jake McGee,"Richmond, Va.",Collegiate School,2012,football
5797,Canaan Severin,"Marlborough, Mass.",Worcester Academy,2012,football
5798,Bobby Smith,"Richmond, Va.",Varina HS,2012,football
5799,Jamall Brown,"Hampton, Va.",Hampton HS,2012,football
5800,Kyle Dockins,"Virginia Beach, Va.",Landstown HS,2012,football
5801,Paul Freedman,"Belleair Bech, Fla.",Clearwater Central Catholic,2012,football
5802,Colter Phillips,"Darnestown, Md.",Georgetown Prep,2012,football
5803,Jake Snyder,"Glen Allen, Va.",Deep Run HS,2012,football
5804,Dylan Sims,"Lynchburg, Va.",Jefferson Forest HS,2012,football
5805,Rob Burns,"Ashburn, Va.",Stone Bridge HS,2012,football
5806,Will Hill,"Williamsburg, Va.",Lafayette HS,2012,football
5807,Courtnye Wynn,"Norfolk, Va.",Norfolk Christian,2012,football
5808,James Coleman,"Martinsville, Va.",The Carlisle School,2012,football
5809,Jeb Byrne,"McLean, Va.",Georgetown Prep,2012,football
5810,Brent Urban,"Mississauga, Ontario",Lorne Park Secondary,2012,football
5817,Tim Harris,"Richmond, Va.",Varina HS,2013,football
5827,Andre Levrone,"Laurel, Md.",Our Lady of Good Counsel,2013,football
5829,Brendan Marshall,"Gaithersburg, Md.",Our Lady of Good Counsel,2013,football
5832,Andrew Mackay,"Fairfax, Va.",W.T. Woodson HS,2013,football
5838,Anthony Calloway,"Lynchburg, Va.",Brookville HS,2013,football
5845,LaChaston Smith,"Statesville, N.C.",South Iredell,2013,football
5851,Kirk Garner,"Baltimore, Md.",Our Lady of Good Counsel,2013,football
5854,R.C. Willenbrock,"Denver, Colo.",Cherry Creek HS,2013,football
5858,Malcolm Cook,"Richmond, Va.",Fork Union Military Academy,2013,football
5860,Connor Wingo-Reeves,"Midlothian, Va.",Monacan HS,2013,football
5869,Tyler Shirley,"Midlothian, Va.",James River HS,2013,football
5870,Zach Bradshaw,"Damascus, Md.",Damascus HS,2013,football
5873,Micah Kiser,"Baltimore, Md.",Gilman School,2013,football
5874,Alex Foertsch,"Baltimore, Md.",Gilman School,2013,football
5886,George Adeosun,"Alpharetta, Ga.",Alpharetta HS,2013,football
5888,Eric Tetlow,"Richmond, Va.",Mills E. Godwin HS,2013,football
5889,Phillip Berry,"Raleigh, N.C.",Woodberry Forest,2013,football
5891,Jack McDonald,"Quincy, Mass.",,2013,football
5892,Eric Smith,"Decatur, Ga.",Columbia HS,2013,football
5894,Sadiq Olanrewaju,"Gaithersburg, Md.",Salisbury School (Conn.,2013,football
5898,Jack Babcock,"Glen Allen, Va.",Deep Run HS,2013,football
5905,Keeon Johnson,"Kannapolis, N.C.",A.L. Brown HS,2013,football
5908,Ryan Santoro,"Oak Hill, Va.",Oakton HS,2013,football
5909,Max Valles,"Sicklerville, N.J.",St. Joseph HS,2013,football
5912,Jack English,"Richmond, Va.",St. Christopher's School,2013,football
5915,Donte Wilkins,"Woodbridge, Va.",Potomac HS,2013,football
5916,Tyrell Chavis,"Richmond, Va.",Varina HS,2013,football
5924,Jamil Kamara,"Virginia Beach, Va.",Bishop Sullivan Catholic HS,2014,football
5928,Quin Blanding,"Virginia Beach, Va.",Bayside HS,2014,football
5929,Corwin Cutler,"Virginia Beach, Va.",Ocean Lakes HS (Fork Union Military Academy,2014,football
5935,Joe Spaziani,"Hingham, Mass.",Hingham HS,2014,football
5938,Andrew Brown,"Chesapeake, Va.",Oscar Smith HS,2014,football
5940,Jordan Ellis,"Suwanee, Ga.",Peachtree Ridge HS,2014,football
5943,Umar Muhammad-Wyatt,"Hampton, Va.",Hampton HS,2014,football
5952,Doni Dowling,"Richmond, Va.",Varina HS,2014,football
5966,Chris Peace,"Newport News, Va.",Denbigh HS,2014,football
5969,Cordel Nelson,"Tacoma, Wash.",Clover Park HS,2014,football
5971,Braedon Urie,"Purcellville, Va.",Woodgrove HS,2014,football
5974,Darious Latimore,"Lawrenceville, Ga.",Central Gwinnett HS,2014,football
5976,Michael Guerci,"Franklin Lakes, N.J.",Fork Union Military Academy,2014,football
5981,Evan Butts,"Springfield, Pa.",Episcopal Academy,2014,football
5983,Tucker Gamble,"Weston, Fla.",Cypress Bay HS,2014,football
5987,Caanan Brown,"Clearwater, Fla.",Clearwater Central Catholic HS,2014,football
5990,Cory Jones,"Washington, D.C.",Archbishop Carroll HS,2014,football
6000,Jake Fieler,"Parkersburg, W.Va.",Parkersburg South (Fork Union Military Academy),2014,football
6006,Andrew Will,"Reisterstown, Md.",Loyola Blakefield,2014,football
6007,Steven Moss,"Fredericksburg, Va.",Chancellor HS,2014,football
6015,Tyler Lewris,"Great Falls, Va.",Flint Hill School (Tufts,2014,football
6018,Ben Hogg,"Lynchburg, Va.",Brookville HS,2014,football
6019,Ross Gardner,"Mechanicsville, Va.",Atlee HS,2014,football
6024,Michael Biesemier,"Lynchburg, Va.",Virginia Episcopal School,2014,football
6027,Andrew King,"Raleigh, N.C.",Broughton HS,2014,football
6028,Lester Coleman,"Martinsville, Va.",Woodberry Forest School,2014,football
6031,Jordan Jackson,"Purcellville, Va.",Woodgrove HS,2014,football
6032,Darrious Carter,"Indiana, Pa.",Indiana Senior HS,2014,football
6034,Warren Craft,"Roanoke, Va.",William Fleming HS,2015,football
6036,Connor Brewer,"Scottsdale, Ariz.",Chaparral HS,2015,football
6041,Albert Reid,"Washington, D.C.",Friendship Collegiate,2015,football
6043,Nick Johns,"Leesburg, Va.",,2015,football
6044,Kareem Gibson,"Johnstown, Pa.",Greater Johnstown HS,2015,football
6046,T.J. Thorpe,"Durham, N.C.",Jordan HS,2015,football
6050,Hunter Byrnes,"Danville, Va.",George Washington HS,2015,football
6052,Myles Robinson,"Silver Spring, Md.",Our Lady of Good Counsel,2015,football
6056,C.J. Stalker,"West Chester, Ohio",Lakota West HS,2015,football
6062,CJ Epps,"Chesapeake, Va.",Bishop Sullivan Catholic HS,2015,football
6063,Juan Thornhill,"Altavista, Va.",Altavista HS,2015,football
6064,Jahvoni Simmons,"Virginia Beach, Va.",Ocean Lakes HS,2015,football
6066,Chris Sharp,"Burlington, N.J.",The Hun School,2015,football
6071,Eric Gallon,"Lakeland, Fla.",Lakeland Christian HS,2015,football
6072,Dominic Sheppard,"Miami, Fla.",Gulliver Prep,2015,football
6077,Olamide Zaccheaus,"Plainfield, N.J.",St. Joseph's Prep (Pa.),2015,football
6079,Gladimir Paul,"Philadelphia, Pa.",Northeast HS,2015,football
6083,Reed Kellam,"Richmond, Va.",Collegiate School,2015,football
6088,Tanner Cowley,"Manasquan, N.J.",Manasquan HS,2015,football
6090,Sean Fitzgerald,"Falls Church, Va.",,2015,football
6096,Grant Polk,"Punta Gorda, Fla.",Charlotte HS,2015,football
6101,James Trucilla,"Erie, Pa.",Cathedral Prep,2015,football
6102,Eli Hanback,"Ashland, Va.",Patrick Henry HS,2015,football
6105,Trenton Jenkins,"Charlottesville, Va.",Covenant School (Fork Union Military Academy,2015,football
6110,Patrick Kidd,"Woodbridge, Va.",Hylton HS,2015,football
6116,Ryan Bischoff,"Plymouth, Pa.",Plymouth-Whitemarsh HS,2015,football
6117,John Tyson,"Richmond, Va.",St. Christopher's School,2015,football
6121,R.J. Proctor,"Bealeton, Va.",Liberty HS,2015,football
6123,Connor Atkins,"Bryn Mawr, Pa.",Haverford School,2015,football
6125,David Eldridge,"Bealeton, Va.",Kettle Run HS,2015,football
6129,Charlie Hopkins,"Spokane, Wash.",Gonzaga Prep,2015,football
6130,Richard Burney,"Chesapeake, Va.",Hickory HS,2015,football
6133,Austin Petty,"Chevy Chase, Md.",Landon School (Fork Union Military Academy,2015,football
6138,Naji Abdullah,"Jacksonville, Fla.",Sandalwood HS,2015,football
6139,Spencer Bibb,"Hamilton, Va.",Woodberry Forest School,2015,football
6140,Steven Wright,"Waycross, Ga.",Ware County HS,2015,football
6141,Trace Halpern,"Brentwood, Tenn.",Brentwood HS,2015,football
6148,Kurt Benkert,"Cape Coral, Fla.",Island Coast HS,2016,football
6156,De'Vante Cross,"Allentown, Pa.",Parkland HS,2016,football
6175,Bryce Hall,"Harrisburg, Pa.",Bishop McDevitt HS,2016,football
6177,Jordan Mack,"Lithonia, Ga.",Wesleyan HS,2016,football
6179,Chris Moore,"Ashburn, Va.",Broad Run HS,2016,football
6188,Alec Shifflett,"Afton, Va.",Nelson County HS,2016,football
6191,Rob Snyder,"Lawrenceville, Ga.",Collins Hill HS,2016,football
6193,Matt Terrell,"Lynchburg, Va.",Liberty Christian Academy,2016,football
6202,Ben Trent,"Forest, Va.",Jefferson Forest HS,2016,football
6203,Ben Knutson,"Granger, Ind.",Penn HS,2016,football
6204,Chuck Davis,"Fairfax, Va.",Broad Run HS (Fork Union Military Academy),2016,football
6206,Dillon Davis,"Bellaire, Texas",Episcopal HS (Fork Union Military Academy,2016,football
6207,Nick Grant,"Spotsylvania, Va.",Courtland HS,2016,football
6212,Rambert Tyree,"Newport News, Va.",Warwick HS,2016,football
6216,Dillon Reinkensmeyer,"Highlands Ranch, Colo.",Valor Christian HS,2016,football
6217,Hasise Dubois,"Irvington, N.J.",DePaul Catholic,2016,football
6218,Joe Reed,"Charlotte Court House, Va.",Randolph-Henry HS,2016,football
6221,Alex Furbank,"Fairfax, Va.",WT Woodson HS,2016,football
6222,Cole Blackman,"Glen Allen, Va.",Atlee HS,2016,football
6227,Jack Powers,"Santa Cruz, Calif.",Palma HS,2016,football
6230,Christian Baumgardner,"Longport, N.J.",Ocean City HS,2016,football
6232,Juwan Moye,"Lilburn, Ga.",Parkview HS,2016,football
6233,Dylan Le,"Ashburn, Va.",Briar Woods HS,2016,football
6234,Landan Word,"Vienna, Va.",Bishop O'Connell HS,2016,football
6236,Sonny Abramson,"Chester, N.J.",Pope John XXIII,2016,football
6237,Ethan Blundin,"Charlottesville, Va.",Albemarle HS,2016,football
6238,Christian Brooks,"Centreville, Va.",Centreville HS,2016,football
6239,Dre Bryant,"Charlottesville, Va.",Charlottesville HS,2016,football
6240,Osiris Crutchfield,"Crozet, Va.",Western Albemarle HS,2016,football
6241,Nash Griffin,"Indianapolis, Ind.",Lawrence Central HS,2016,football
6244,Brenton Nelson,"Miami, Fla.",DeMatha Catholic (Md.),2016,football
6268,Lamont Atkins,"Burke, Va.",Lake Braddock HS,2017,football
6269,PK Kier,"Winchester, Va.",Millbrook HS,2017,football
6270,Jamari Peacock,"Yulee, Fla.",Yulee HS,2017,football
6272,Joey Blount,"Atlanta, Ga.",Landmark Christian,2017,football
6275,Darrius Bratton,"Roanoke, Va.",William Fleming HS (Fork Union Military Academy),2017,football
6277,Zane Zandier,"Pittsburgh, Pa.",Thomas Jefferson HS,2017,football
6279,Lindell Stone,"Dallas, Texas",Woodberry Forest (Va.),2017,football
6281,Charles Snowden,"Silver Spring, Md.",St. Albans School,2017,football
6284,Germane Crowell,"Winston-Salem, N.C.",Carver HS,2017,football
6286,Elliott Brown,"Odenton, Md.",Flowers HS (Taft School),2017,football
6293,Tommy Christ,"Sterling, Va.",Dominion HS,2017,football
6294,Shane Eilers,"Tampa, Fla.",Jesuit HS,2017,football
6296,Ryan Nelson,"Buena Park, Calif.",Buena Park HS,2017,football
6297,Brandon Pertile,"Clearwater, Fla.",Countryside HS,2017,football
6298,Matt Gahm,"Dallas, Texas",Highland Park HS,2017,football
6304,Chris Glaser,"Solon, Ohio",Solon HS,2017,football
6307,Tyler Fannin,"Hoschton, Ga.",Mill Creek HS,2017,football
6308,Ryan Swoboda,"Windermere, Fla.",Windermere Prep,2017,football
6309,John Montelus,"Everett, Mass.",Everett HS,2017,football
6314,Heskin Smith,"Brunswick, Ga.",Brunswick HS,2017,football
6317,Hayden Mitchell,"Richmond, Va.",St. Christopher's,2017,football
6318,Terrell Jana,"Vancouver, B.C.",Woodberry Forest (Va.,2017,football
6319,Andrew Yavinsky,"West Palm Beach, Fla.",Oxbridge Academy,2017,football
6322,Justin Zollar,"Mechanicsville, Va.",Atlee HS,2017,football
6323,Brian Delaney,"Chantilly, Va.",Westfield HS,2017,football
6324,Mandy Alonso,"Miami, Fla.",Gulliver Prep,2017,football
6325,Davion Zeno,"Houston, Texas",Heights HS,2017,football
6327,Riah Burton,"New Castle, Del.",William Penn HS,2017,football
6328,A.J. Mejia,"Fairfax, Va.",Paul VI,2017,football
6330,John Kirven,"Raleigh, N.C.",Woodberry Forest (Va.,2017,football
6334,Isaac Buell,"Knoxville, Tenn.",Knoxville Central HS,2017,football
6335,Colin Dixon,"Winston-Salem, N.C.",Episcopal HS,2017,football
6337,Tristan Hillerich,"Sarasota, Fla.",Cardinal Mooney HS,2017,football
6338,Zain Khokhar,"Arlington, Va.",Wakefield HS,2017,football
6339,T.J. Kitts,"Tazewell, Va.",Tazewell HS,2017,football
6341,Mikey McDonald,"Midlothian, Va.",Benedictine College Prep,2017,football
6342,Matthew Merrick,"Dallas, Texas",Cistercian Prep,2017,football
6344,Christian Pluchino,"Berkeley Heights, N.J.",IMG Academy (Fla.,2017,football
6345,Donovan Rolle,"Washington, D.C.",St. Albans School,2017,football
6346,Gerrik Vollmer,"Hamburg, Germany",Taft School (Conn.),2017,football
6349,Bryce Perkins,"Queen Creek, Ariz.",Chandler HS,2018,football
6354,Wayne Taulapapa,"Laie, Hawaii",Punahou HS,2018,football
6372,Tavares Kelly Jr.,"Miami, Fla.",St. Thomas Aquinas HS,2018,football
6382,Darren Klein,"Crozet, Va.",Western Albemarle HS,2018,football
6388,Noah Taylor,"Silver Spring, Md.",Avalon School,2018,football
6394,Coen King,"Culpeper, Va.",Eastern View,2018,football
6396,Javar Garrett,"Newark, Del.",The Peddie School (N.J.),2018,football
6397,Joe Bissinger,"Houston, Texas",Memorial HS,2018,football
6398,Grant Misch,"Sterling, Va.",Potomac Falls,2018,football
6402,Olusegun Oluwatimi,"Upper Marlboro, Md.",DeMatha Catholic,2018,football
6404,Tucker Finkelston,"Clarksville, Md.",River Hill HS,2018,football
6405,T.C. Harrison,"Lawrenceville, Ga.",Collins Hill HS,2018,football
6410,Lee Dudley,"Richmond, Va.",Woodberry Forest School,2018,football
6411,Samson Reed,"Laie, Hawaii",Kahuku HS,2018,football
6413,Jack Keenan,"Arlington, Va.",Gonzaga College HS,2018,football
6416,Martin Weisz,"West Palm Beach, Fla.",The Benjamin School,2018,football
6417,Derek Devine,"Pittsburgh, Pa.",North Allegheny HS,2018,football
6418,Dylan Thompson,"Lombard, Ill.",Montini Catholic,2018,football
6420,Bobby Haskins,"Fairfield, Conn.",The Hun School (N.J.),2018,football
6421,Marcus Applefield,"Weeki Wachee, Fla.",Weeki Wachee HS,2018,football
6424,Jordan Redmond,"Kissimmee, Fla.",Osceola HS,2018,football
6428,Billy Kemp IV,"Highland Springs, Va.",Highland Springs HS,2018,football
6430,Brandon White,"Washington, D.C.",Friendship Collegiate Academy,2018,football
6433,Ugo Obasi,"Baltimore, Md.",Milford Mill Academy,2018,football
6436,Hunter Pearson,"Seneca, S.C.",Seneca HS,2018,football
6439,Perris Jones,"Alexandria, Va.",Episcopal,2018,football
6440,Joseph White,"Virginia Beach, Va.",Landstown HS,2018,football
6441,Aaron Faumui,"Honolulu, Hawaii",Kapolei,2018,football
6443,Cole Lytle,"Yorktown, Va.",York HS,2018,football
6444,Brennan Armstrong,"Shelby, Ohio",Shelby HS,2018,football
6446,Jaylon Baker,"Chattanooga, Tenn.",Baylor School,2018,football
6447,Parker Chenault,"Hanover, Va.",Hanover HS,2018,football
6448,Mark Chichester,"Washington, D.C.",Sidwell Friends School,2018,football
6449,Evan Clark,"Richmond, Va.",Collegiate School,2018,football
6450,Josh Clifford,"Salem, Va.",Glenvar HS,2018,football
6451,Jack Collins,"Austin, Texas",Stephen F. Austin HS,2018,football
6452,Dylan Crawford,"Roanoke, Va.",Lord Botetourt HS,2018,football
6455,Jerry Horng,"Danville, Va.",George Washington HS,2018,football
6458,Micah Mariteragi,"Laie, Hawaii",Kahuku HS,2018,football
6459,DaJuan Moore,"Waynesboro, Va.",Waynesboro HS,2018,football
6460,Daniel Moore,"Severna Park, Md.",South River HS,2018,football
6461,Christian Smith,"Charlottesville, Va.",St. Anne's-Belfield,2018,football
6462,Trevor Storm,"Easton, Pa.",Easton Area HS,2018,football
6463,Vinnie Vladic,"Rancho Santa Margarita, Calif.",Tesoro HS,2018,football
6482,Mike Hollins,"Baton Rouge, La.",University Lab,2019,football
6491,Antonio Clary,"Jacksonville, Fla.",Sandalwood,2019,football
6501,RJ Harvey,"Orlando, Fla.",Edgewater HS,2019,football
6504,Nick Jackson,"Atlanta, Ga.",The Lovett School,2019,football
6505,Justin Duenkel,"Great Falls, Va.",Flint Hill School,2019,football
6515,Fentrell Cypress II,"Rock Hill, S.C.",Northwestern HS,2019,football
6522,Andrew Spaziani,"Hingham, Mass.",Hingham HS,2019,football
6524,Enzo Anthony,"Port Charlotte, Fla.",Venice HS,2019,football
6529,Jonathan Leech,"Hoschton, Ga.",Mill Creek HS,2019,football
6530,Jairus Satiu,"Lehi, Utah",Skyridge HS/Fork Union Military Academy,2019,football
6532,Sean Moore,"Cutler Bay, Fla.",Gulliver Prep,2019,football
6537,Jake Dewease,"Daleville, Va.",Lord Botetourt HS,2019,football
6538,Ja'Quay Hubbard,"Sharpsville, Pa.",Sharpsville HS,2019,football
6546,Dorien Goddard,"Greeneville, Tenn.",Greeneville HS,2019,football
6549,Dontayvion Wicks,"Plaquemine, La.",Plaquemine HS,2019,football
6551,Zack Kindel,"Stafford, Va.",Colonial Forge HS,2019,football
6552,Dejon Brissett,"Mississauga, Ontario",Lake Forest Academy (Ill.),2019,football
6554,Major Williams,"Fort Myers, Fla.",Dunbar HS,2019,football
6556,Tenyeh Dixon,"Washington, D.C.",Woodson HS,2019,football
6557,Hunter Stewart,"Alexandria, Va.",Gonzaga College HS,2019,football
6560,Ben Smiley III,"Chesapeake, Va.",Indian River,2019,football
6561,Seneca Milledge,"Fort Myers, Fla.",Dunbar HS,2019,football
6562,D'Sean Perry,"Miami, Fla.",Gulliver Prep,2019,football
6563,Jowon Briggs,"Cincinnati, Ohio",Walnut Hills HS,2019,football
6564,Josh Ahern,"Burke, Va.",Lake Braddock,2019,football
6565,Kariem Al Soufi,"Paderborn, Germany",Friedrich-Spee Gesamtschule,2019,football
6566,Nathaniel Beal III,"Houston, Texas",Strake Jesuit College Prep,2019,football
6567,Charlie Boxley,"Roanoke, Va.",Patrick Henry HS,2019,football
6569,Jude Carlon,"Louisville, Ky.",Saint Xavier HS,2019,football
6570,Terrell Chatman,"Baton Rouge, La.",Central HS,2019,football
6573,Brendan Farrell,"Dunwoody, Ga.",Marist School,2019,football
6574,Sam Galletta,"Leesburg, Va.",Tuscarora HS,2019,football
6575,Alex Gellerstedt,"Dublin, Ohio",Dublin Coffman HS,2019,football
6576,Landry Gerbers,"Salem, Va.",Glenvar HS,2019,football
6579,Mike Kosar,"Woodbridge, Va.",Saint John Paul the Great Catholic,2019,football
6582,Jared Rayman,"Atlanta, Ga.",Pace Academy,2019,football
6583,Aidan Saunders,"Crozet, Va.",Western Albemarle HS,2019,football
6584,Zachary Teter,"Lakeland, Fla.",Lake Gibson HS,2019,football
6588,Luke Wentz,"Troisdorf, Germany",Reismann-Gymnasium,2019,football
6602,Terrell Jana,"Vancouver, B.C.",Woodberry Forest (Va.),2020,football
6606,Ra'Shaun Henry,"Killeen, Texas",Copperas Cove HS,2020,football
6609,Ronnie Walker Jr.,"Hopewell, Va.",Hopewell,2020,football
6618,D’Angelo Amos,"Richmond, Va.",Meadowbrook HS/West Point Prep,2020,football
6619,Shane Simpson,"Easton, Pa.",Easton HS,2020,football
6622,Donovan Johnson Sr.,"New Orleans, La.",Helen Cox,2020,football
6625,Elijah Gaines,"Queens, N.Y.",Episcopal (Va.),2020,football
6631,Nusi Malani,"San Bruno, Calif.",Junipero Serra HS,2020,football
6643,Sam Brady,"Lincolnton, N.C.",North Lincoln,2020,football
6644,Danny Caracciolo,"Centreville, Va.",Paul VI,2020,football
6646,Chris Barfield,"Richmond, Va.",L.C. Bird HS,2020,football
6653,Sackett Wood Jr.,"Lynchburg, Va.",E.C. Glass,2020,football
6656,Olasunkonmi Agunloye,"Lindenhurst, N.Y.",Lindenhurst,2020,football
6661,Brayden Sheffer,"West Point, Va.",West Point,2020,football
6662,Jestus Johnson III,"Laurel, Md.",Gonzaga College,2020,football
6665,Lavel Davis Jr.,"Dorchester, S.C.",Woodland,2020,football
6666,Demick Starling,"Nashville, Tenn.",East Nashville Magnet,2020,football
6671,Tony Poljan,"Lansing, Mich.",Lansing Catholic HS,2020,football
6673,Joshua Rawlings,"Pittsburgh, Pa.",Woodland Hills,2020,football
6674,Jahmeer Carter,"Baltimore, Md.",Archbishop Spalding,2020,football
6677,Jonathan Horton,"Baton Rouge, La.",Scotlandville Magnet,2020,football
6679,Adeeb Atariwa,"Sterling, Va.",Dominion HS,2020,football
6681,Iraken Armstead,"South Bend, Ind.",Adams HS,2020,football
6682,Keytaon Thompson,"New Orleans, La.",Landry-Walker HS,2020,football
6684,Sam Bond,"Fredon, N.J.",Blair Academy,2020,football
6689,Jack Hardy,"Fredericksburg, Va.",James Monroe,2020,football
6690,Dave Herard,"Fort Lauderdale, Fla.",Stranahan,2020,football
6692,Luke Johnson,"Annandale, Va.",The Peddie School (N.J.),2020,football
6695,Colby McGhee,"Orange, Va.",Orange County,2020,football
6696,Nate Morris,"Glen Allen, Va.",Glen Allen,2020,football
6700,Brandon Williams,"New Orleans, La.",Isidore Newman HS,2020,football
6701,Jelani Woods,"Ellenwood, Ga.",Cedar Grove HS,2021,football
6705,Anthony Johnson,"Coconut Creek, Fla.",Chaminade-Madonna Prep,2021,football
6722,Jacob Finn,"Jacksonville, Fla.",Paxon,2021,football
6723,Jay Woolfolk,"Chesterfield, Va.",Benedictine College Prep,2021,football
6727,Jonas Sanker,"Charlottesville, Va.",The Covenant School,2021,football
6732,Devin Darrington,"Forest Hill, Md.",The Bullis School,2021,football
6733,Langston Long,"Woodbridge, Va.",Christ School (N.C.),2021,football
6736,James Jackson,"Roanoke, Va.",North Cross,2021,football
6737,Mike Green,"Williamsburg, Va.",Lafayette HS,2021,football
6738,Luke Byrne,"McLean, Va.",Bishop O'Connell,2021,football
6740,West Weeks,"Watkinsville, Ga.",Oconee County HS,2021,football
6741,Amaad Foston,"Milledgeville, Ga.",John Milledge Academy,2021,football
6743,Joe Comer,"Decatur, Ga.",Cedar Grove HS,2021,football
6750,Kendall Cross,"Chesterfield, Va.",Clover Hill,2021,football
6751,Ethan Davies,"Fairfax, Va.",West Springfield,2021,football
