,name,Position,Academic Year,Height,Weight,Hometown,High School,Year,sport,Sport
2,Lucas Bouquot, Distance, R-Fr.,NA,NA," Ponte Vedra, Fla.", Ponte Vedra HS,2022,mens-track-and-field,
3,Daeqwan Butler, Sprints, Sr.,NA,NA," Fort Lauderdale, Fla.", Piper,2022,mens-track-and-field,
4,Zach Cloud, Distance, R-So.,NA,NA," St. Cloud, Fla.", St. Cloud,2022,mens-track-and-field,
5,Alex Collier, Sprints, So.,NA,NA," Jacksonville, Fla.", Orange Park High School,2022,mens-track-and-field,
6,Coleman Cronk, Distance, R-Fr.,NA,NA," West Chester, Ohio", Lakota West HS,2022,mens-track-and-field,
7,Cameron Daniel, Sprints, So.,NA,NA," Miami, Fla.", Columbus,2022,mens-track-and-field,
8,Jeremiah Davis, Jumps, Sr.,NA,NA," Lehigh Acres, Fla.", Lehigh,2022,mens-track-and-field,
9,Patrick Donnelly, Distance, R-Fr.,NA,NA," Alexandria, Va.", Gonzaga College High School,2022,mens-track-and-field,
10,Ryan Driscoll, Throws, Fr.,NA,NA," Niceville, Fla.", Niceville High School,2022,mens-track-and-field,
11,Denzell Feagin, Sprints, Jr.,NA,NA," Columbus, Ohio", Pickerington Central,2022,mens-track-and-field,
12,Samuel Field, Distance, R-So.,NA,NA," Hobart, Australia", Hobart College,2022,mens-track-and-field,
13,Joab Francois, Middle Distance, So.,NA,NA," Altamonte Springs, Fla.", Lake Brantley,2022,mens-track-and-field,
14,Andrew Hammel, Distance, R-So.,NA,NA," Clyde, N.C.", Christ High School,2022,mens-track-and-field,
15,Jacob Hoeffner, Throws, R-So.,NA,NA," Fort Pierce, Fla.", John Carroll,2022,mens-track-and-field,
16,Milton Ingraham II, Throws, Sr.,NA,NA," Miami Gardens, Fla.", Hallandale,2022,mens-track-and-field,
17,Ismael Kone, Sprints, Jr.,NA,NA," Richardson, Texas", New Orleans,2022,mens-track-and-field,
18,Zach Leachman, Distance, R-So.,NA,NA," Mars, Pa.", Mars Area,2022,mens-track-and-field,
19,Xavion Lockwood, Jumps, Sr.,NA,NA," Tampa, Fla.", Hillsborough,2022,mens-track-and-field,
20,Jo’Vaughn Martin, Sprints, Gr.,NA,NA," Houston, Texas", Conroe High School,2022,mens-track-and-field,
21,David Mullarkey, Distance, Sr.,NA,NA," Leeds, England", Leeds Beckett University,2022,mens-track-and-field,
22,Matthew Newland, Distance, R-Jr.,NA,NA," Tallahassee, Fla.", Chiles,2022,mens-track-and-field,
23,Riley Ott, Multi, So.,NA,NA," Lakeland, Fla.", George Jenkins High School,2022,mens-track-and-field,
24,Matt Owens, Distance, R-Sr.,NA,NA," Orem,  Utah", Orem High School,2022,mens-track-and-field,
25,Winston Quinn, Middle Distance, Jr.,NA,NA," Miami, Fla.", Northwestern,2022,mens-track-and-field,
26,Luke Reid, Distance, R-So.,NA,NA," Fairhaven, N.J.", Christian Brothers Academy,2022,mens-track-and-field,
27,Bryand Rincher, Sprints, Sr.,NA,NA," Fort Lauderdale, Fla.", Piper,2022,mens-track-and-field,
28,James Rivera, Hurdles/Middle Distance, R-Jr.,NA,NA," Bradenton, Fla.", Lakewood Ranch,2022,mens-track-and-field,
29,Jaiden Rollins, Jumps, Fr.,NA,NA," Mobile, Ala.", UMS Wright Prep,2022,mens-track-and-field,
30,Cooper Schroeder, Distance, R-Jr.,NA,NA," Manhattan, Kan.", Kansas State,2022,mens-track-and-field,
31,Paul Stafford, Distance, R-Jr.,NA,NA," Lake Wales, Fla.", Lake Wales,2022,mens-track-and-field,
32,Kyvon Tatham, Jumps, Fr.,NA,NA," Miami, Fla.", Pembroke Pines Charter,2022,mens-track-and-field,
33,Wynne Thomas, Distance, R-Fr.,NA,NA," Tampa, Fla.", HB Plant HS,2022,mens-track-and-field,
34,Michael Toppi, Distance, Fr.,NA,NA," Melbourne, Fla.", Viera High School,2022,mens-track-and-field,
35,Sean Watkins Jr., Sprints, So.,NA,NA," Opa Locka, Fla", St. Thomas Aquinas High School,2022,mens-track-and-field,
36,Curtis Williams, Jumps, So.,NA,NA," Tallahassee, Fla.", Leon HS,2022,mens-track-and-field,
37,Tyson Williams, Hurdles, So.,NA,NA," Lakeland, Fla.", George Jenkins High School,2022,mens-track-and-field,
38,Amir Willis, Sprints, Jr.,NA,NA," Cincinnati, Ohio", Winthrow High School,2022,mens-track-and-field,
0,Ahmari Avin, Throws, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
1,Taylor Banks, Sprints, Sr.,NA,NA," Miramar, Fla.", Miramar,2023,mens-track-and-field,
2,Bernardo Barnhart, Distance, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
3,Lucas Bouquot, Distance, So.,NA,NA," Ponte Vedra, Fla.", Ponte Vedra HS,2023,mens-track-and-field,
4,Zach Cloud, Distance, R-Jr.,NA,NA," St. Cloud, Fla.", St. Cloud,2023,mens-track-and-field,
5,Alex Collier, Sprints, Sr.,NA,NA," Jacksonville, Fla.", Orange Park High School,2023,mens-track-and-field,
6,Coleman Cronk, Distance, So.,NA,NA," West Chester, Ohio", Lakota West HS,2023,mens-track-and-field,
7,Cooper  Crowell,NA, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
8,Jeremiah Davis, Jumps, Jr.,NA,NA," Lehigh Acres, Fla.", Lehigh,2023,mens-track-and-field,
9,Patrick Donnelly, Distance, So.,NA,NA," Alexandria, Va.", Gonzaga College High School,2023,mens-track-and-field,
10,Ryan Driscoll, Throws, Fr.,NA,NA," Niceville, Fla.", Niceville High School,2023,mens-track-and-field,
11,Dashinelle Dyer,NA, Sr.,NA,NA,NA,NA,2023,mens-track-and-field,
12,LaQuan Ellis,NA, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
13,Joseph Farley, Distance, Jr.,NA,NA,NA,NA,2023,mens-track-and-field,
14,Andrew Hammel, Distance, So.,NA,NA," Clyde, N.C.", Christ High School,2023,mens-track-and-field,
15,Anthony Herrera,NA, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
16,Ismael Kone, Sprints, Sr.,NA,NA," Richardson, Texas", New Orleans,2023,mens-track-and-field,
17,Andre Korbmacher,NA, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
18,Zach Leachman, Distance, Jr.,NA,NA," Mars, Pa.", Mars Area,2023,mens-track-and-field,
19,Kaden Levings, Distance, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
20,Xavion Lockwood, Jumps, Sr.,NA,NA," Tampa, Fla.", Hillsborough,2023,mens-track-and-field,
21,Jayden Louis,NA, So.,NA,NA,NA,NA,2023,mens-track-and-field,
22,Devin Makousky, Distance, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
23,Neo Mosebi,NA, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
24,David Mullarkey, Distance, Jr.,NA,NA," Leeds, England", Leeds Beckett University,2023,mens-track-and-field,
25,Matthew  Neill, Distance, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
26,Matthew Newland, Distance, Sr.,NA,NA," Tallahassee, Fla.", Chiles,2023,mens-track-and-field,
27,Martin Prodanov, Distance, Sr.,NA,NA,NA,NA,2023,mens-track-and-field,
28,Jaiden Rollins, Jumps, So.,NA,NA," Mobile, Ala.", UMS Wright Prep,2023,mens-track-and-field,
29,Carter Rothell,NA, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
30,Cooper Schroeder, Distance, Sr.,NA,NA," Manhattan, Kan.", Kansas State,2023,mens-track-and-field,
31,Zach Spooner, Distance, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
32,Kyvon Tatham, Jumps, So.,NA,NA," Miami, Fla.", Pembroke Pines Charter,2023,mens-track-and-field,
33,Wynne Thomas, Distance, So.,NA,NA," Tampa, Fla.", HB Plant HS,2023,mens-track-and-field,
34,Michael Toppi, Distance, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
35,Zack Trotter,NA, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
36,Jordan Turner,NA, So.,NA,NA,NA,NA,2023,mens-track-and-field,
37,Sean Watkins Jr., Sprints, Jr.,NA,NA," Opa Locka, Fla", St. Thomas Aquinas High School,2023,mens-track-and-field,
38,British Wilkerson,NA, Fr.,NA,NA,NA,NA,2023,mens-track-and-field,
39,Curtis Williams, Jumps, So.,NA,NA," Tallahassee, Fla.", Leon HS,2023,mens-track-and-field,
40,Tyson Williams, Hurdles, Jr.,NA,NA," Lakeland, Fla.", George Jenkins High School,2023,mens-track-and-field,
0,Chastity Clayton, Forward, R-So., 6' 0'' ,NA," Alexandria, Va.", Edison,2011,womens-basketball,
1,Morgan Toles, Guard, Jr., 5' 9'' ,NA," Panama City, Fla."," Edison (Alexandria, Va.)",2011,womens-basketball,
2,Alexa Deluzio, Guard, R-Fr., 5' 11'' ,NA," Windemere, Fla.", First Academy,2011,womens-basketball,
3,Emma Loucks, Guard, Fr., 5' 10'' ,NA," Clearwater, Fla.", Clearwater,2011,womens-basketball,
4,Leonor Rodriguez, Guard, So., 5' 11'' ,NA," Canary Islands, Spain", Guaydil,2011,womens-basketball,
5,Kristi Mokube, Forward, Fr., 6' 2'' ,NA," Phenix City, Ala.", Central,2011,womens-basketball,
6,Olivia Bresnahan, Guard, Fr., 5' 11'' ,NA," Fenelton, Pa.", Butler,2011,womens-basketball,
7,Ebony Wells, Forward, Fr., 6' 2'' ,NA," Grovetown, Ga.", Grovetown,2011,womens-basketball,
8,Lauren Coleman, Forward, Fr., 6' 0'' ,NA," Lawrenceville, Ga.", Parkview High School,2011,womens-basketball,
9,Natasha Howard, Forward, So., 6' 3'' ,NA," Toledo, Ohio", Morrison R. Waite,2011,womens-basketball,
10,Chelsea Davis, Forward, So., 6' 2'' ,NA," Middletown, Del.", Middletown,2011,womens-basketball,
11,Cierra Bravard, Forward, Jr., 6' 4'' ,NA," Sandusky, Ohio", Perkins,2011,womens-basketball,
0,Brittany Carey, Distance, Fr.,NA,NA," Fort Lauderdale, Fla.", Westminster,2012,womens-basketball,
1,Chastity Clayton, Forward, R-Jr., 6' 0'' ,NA," Alexandria, Va.", Edison,2012,womens-basketball,
2,Morgan Toles, Guard, Sr., 5' 9'' ,NA," Panama City, Fla."," Edison (Alexandria, Va.)",2012,womens-basketball,
3,Alexa Deluzio, Guard, R-So., 5' 11'' ,NA," Windemere, Fla.", First Academy,2012,womens-basketball,
4,Christian Hunnicutt, Guard, Sr., 5' 10'' ,NA," Jonesboro, Ga.", Landmark Christian,2012,womens-basketball,
5,Leonor Rodriguez, Guard, Jr., 5' 11'' ,NA," Canary Islands, Spain", Guaydil,2012,womens-basketball,
6,Courtney Ward, Guard, Sr., 5' 7'' ,NA," Montgomery, Ala.", Jefferson Davis,2012,womens-basketball,
7,Tay’Ler Mingo, Guard, Fr., 5' 7'' ,NA," South Euclid, Ohio", Regina,2012,womens-basketball,
8,Olivia Bresnahan, Guard, So., 5' 11'' ,NA," Fenelton, Pa.", Butler,2012,womens-basketball,
9,Lauren Coleman, Forward, So., 6' 0'' ,NA," Lawrenceville, Ga.", Parkview High School,2012,womens-basketball,
10,Natasha Howard, Forward, Jr., 6' 3'' ,NA," Toledo, Ohio", Morrison R. Waite,2012,womens-basketball,
11,Chelsea Davis, Forward, Jr., 6' 2'' ,NA," Middletown, Del.", Middletown,2012,womens-basketball,
12,Cierra Bravard, Forward, Sr., 6' 4'' ,NA," Sandusky, Ohio", Perkins,2012,womens-basketball,
0,Brittany Carey, Distance, So.,NA,NA," Fort Lauderdale, Fla.", Westminster,2013,womens-basketball,
1,Morgan Jones, Guard, R-So., 6' 2'' ,NA," Lake Mary, Fla.", Lake Mary High School,2013,womens-basketball,
2,Emiah Bingley, Guard, So., 5' 7'' ,NA," Kansas City, Mo.", Lee's Summit West High School,2013,womens-basketball,
3,Brittany Brown, Guard, Fr., 5' 8'' ,NA," Fort Walton Beach, Fla.", Choctawhatchee High School,2013,womens-basketball,
4,Maegan Conwright, Guard, Sr., 5' 8'' ,NA," Arlington, Texas", Timberview High School,2013,womens-basketball,
5,Sareea Freeman, Center, R-Sr., 6' 4'' ,NA," Fresno, Calif.", Sunnyside,2013,womens-basketball,
6,Shakena Richardson, Guard, Jr., 5' 4'' ,NA," Neptune, N.J.", Neptune High School,2013,womens-basketball,
7,Lauren Coleman, Forward, R-Jr., 6' 0'' ,NA," Lawrenceville, Ga.", Parkview High School,2013,womens-basketball,
8,Natasha Howard, Forward, Sr., 6' 3'' ,NA," Toledo, Ohio", Morrison R. Waite,2013,womens-basketball,
9,Gabby Bevillard, Forward, Fr., 6' 3'' ,NA," Bishop, Ga.", Oconee High School,2013,womens-basketball,
10,Kai James, Center,NA, 6' 5'' ,NA," West Palm Beach, Fla.", Dwyer High School,2013,womens-basketball,
0,Brittany Carey, Distance, Jr.,NA,NA," Fort Lauderdale, Fla.", Westminster,2014,womens-basketball,
1,Morgan Jones, Guard, R-Jr., 6' 2'' ,NA," Lake Mary, Fla.", Lake Mary High School,2014,womens-basketball,
2,Adut Bulgak, Center, Jr., 6' 4'' ,NA," Edmonton, Canada", Archbishop O'Leary High School,2014,womens-basketball,
3,Emiah Bingley, Guard, Jr., 5' 7'' ,NA," Kansas City, Mo.", Lee's Summit West High School,2014,womens-basketball,
4,Leticia Romero, Guard, So., 5' 8'' ,NA," Las Palmas, Spain", I.E.S. Joaquin Artiles,2014,womens-basketball,
5,Brittany Brown, Guard, So., 5' 8'' ,NA," Fort Walton Beach, Fla.", Choctawhatchee High School,2014,womens-basketball,
6,Maegan Conwright, Guard, R-Sr., 5' 8'' ,NA," Arlington, Texas", Timberview High School,2014,womens-basketball,
7,Ivey Slaughter, Forward, Fr., 6' 1'' ,NA," Macon, Ga.", Tattnall Square Academy,2014,womens-basketball,
8,Shakena Richardson, Guard, R-Jr., 5' 4'' ,NA," Neptune, N.J.", Neptune High School,2014,womens-basketball,
9,Ama Degbeon, Center, Fr., 6' 2'' ,NA," Grünberg, Germany", Grünberg High School,2014,womens-basketball,
10,Lauren Coleman, Forward, R-Sr., 6' 0'' ,NA," Lawrenceville, Ga.", Parkview High School,2014,womens-basketball,
11,Gabby Bevillard, Forward, R-Fr., 6' 3'' ,NA," Bishop, Ga.", Oconee High School,2014,womens-basketball,
12,Kai James, Center,NA, 6' 5'' ,NA," West Palm Beach, Fla.", Dwyer High School,2014,womens-basketball,
0,Brittany Carey, Distance, Sr.,NA,NA," Fort Lauderdale, Fla.", Westminster,2015,womens-basketball,
1,Adut Bulgak, Center, Sr., 6' 4'' ,NA," Edmonton, Canada", Archbishop O'Leary High School,2015,womens-basketball,
2,Emiah Bingley, Guard, Sr., 5' 7'' ,NA," Kansas City, Mo.", Lee's Summit West High School,2015,womens-basketball,
3,Rachel Antoniadou, Guard, Fr., 5' 9'' ,NA," Ripplebrook, Victoria", Dandenong Rangers,2015,womens-basketball,
4,Leticia Romero, Guard, Jr., 5' 8'' ,NA," Las Palmas, Spain", I.E.S. Joaquin Artiles,2015,womens-basketball,
5,Maria Conde, Forward, Fr., 6' 1'' ,NA," Madrid, Spain", Estudiantes,2015,womens-basketball,
6,Brittany Brown, Guard, Jr., 5' 8'' ,NA," Fort Walton Beach, Fla.", Choctawhatchee High School,2015,womens-basketball,
7,Shakayla Thomas, Forward, So., 5' 11'' ,NA," Sylacauga, Ala.", Sylacauga High School,2015,womens-basketball,
8,Ivey Slaughter, Forward, Jr., 6' 1'' ,NA," Macon, Ga.", Tattnall Square Academy,2015,womens-basketball,
9,Ivey Slaughter, Forward, So., 6' 11'' ,NA," Macon, Ga.", Tattnall Square Academy,2015,womens-basketball,
10,Ama Degbeon, Center, So., 6' 2'' ,NA," Grünberg, Germany", Grünberg High School,2015,womens-basketball,
11,Imani Wright, Guard, R-So., 5' 9'' ,NA," Hooks, Texas", Liberty Eylau High School,2015,womens-basketball,
12,Gabby Bevillard, Student Assistant, So., 6' 3'' ,NA," Bishop, Ga.", Oconee High School,2015,womens-basketball,
13,Kai James, Center,NA, 6' 5'' ,NA," West Palm Beach, Fla.", Dwyer High School,2015,womens-basketball,
0,Leticia Romero, Guard, Sr., 5' 8'' ,NA," Las Palmas, Spain", I.E.S. Joaquin Artiles,2016,womens-basketball,
1,Maria Conde, Forward, So., 6' 1'' ,NA," Madrid, Spain", Estudiantes,2016,womens-basketball,
2,Iho Lopez, Forward, Fr., 6' 2'' ,NA," Blanes, Spain", IMG Academy,2016,womens-basketball,
3,Brittany Brown, Guard, Sr., 5' 8'' ,NA," Fort Walton Beach, Fla.", Choctawhatchee High School,2016,womens-basketball,
4,Nicki Ekhomu, Guard, Fr., 5' 9'' ,NA," Bolingbrook, Ill.", Joliet Catholic Academy,2016,womens-basketball,
5,Nausia Woolfolk, Guard, Fr., 5' 9'' ,NA," Fort Valley, Ga.", Peach County High School,2016,womens-basketball,
6,Shakayla Thomas, Forward, Jr., 5' 11'' ,NA," Sylacauga, Ala.", Sylacauga High School,2016,womens-basketball,
7,Ivey Slaughter, Forward, Sr., 6' 1'' ,NA," Macon, Ga.", Tattnall Square Academy,2016,womens-basketball,
8,Ama Degbeon, Center, Jr., 6' 2'' ,NA," Grünberg, Germany", Grünberg High School,2016,womens-basketball,
9,Imani Wright, Guard, R-Jr., 5' 9'' ,NA," Hooks, Texas", Liberty Eylau High School,2016,womens-basketball,
10,Kai James, Center, Sr., 6' 5'' ,NA," West Palm Beach, Fla.", Dwyer High School,2016,womens-basketball,
11,Chatrice White, Center, Jr., 6' 3'' ,NA," Shelby, Neb.", Shelby-Rising City High School,2016,womens-basketball,
0,Sayawni Lassiter, Guard, Fr., 5' 10'' ,NA," Dorchester, Mass.", Newton North High,2017,womens-basketball,
1,Aj Alix, Guard, Gr., 5' 6'' ,NA," Houston, Texas", Bellaire High,2017,womens-basketball,
2,Iho Lopez, Forward, R-Fr., 6' 2'' ,NA," Blanes, Spain", IMG Academy,2017,womens-basketball,
3,Nicki Ekhomu, Guard, So., 5' 9'' ,NA," Bolingbrook, Ill.", Joliet Catholic Academy,2017,womens-basketball,
4,Savannah Wilkinson, Guard, Fr., 5' 11'' ,NA," London, England", Barking Abbey,2017,womens-basketball,
5,Nausia Woolfolk, Guard, So., 5' 9'' ,NA," Fort Valley, Ga.", Peach County High School,2017,womens-basketball,
6,Kiah Gillespie, Forward, R-So., 6' 2'' ,NA," Meriden, Conn.", Capital Prep Magnet,2017,womens-basketball,
7,Shakayla Thomas, Forward, Sr., 5' 11'' ,NA," Sylacauga, Ala.", Sylacauga High School,2017,womens-basketball,
8,Ama Degbeon, Center, Sr., 6' 2'' ,NA," Grünberg, Germany", Grünberg High School,2017,womens-basketball,
9,Imani Wright, Guard, R-Sr., 5' 9'' ,NA," Hooks, Texas", Liberty Eylau High School,2017,womens-basketball,
10,Chatrice White, Center, Sr., 6' 3'' ,NA," Shelby, Neb.", Shelby-Rising City High School,2017,womens-basketball,
0,Amaya Brown, Guard, Fr., 5' 11'' ,NA," Albuquerque, N.M.", Cibola High,2018,womens-basketball,
1,Sayawni Lassiter, Guard, R-Fr., 5' 10'' ,NA," Dorchester, Mass.", Newton North High,2018,womens-basketball,
2,Kourtney Weber, Guard, Fr., 5' 10'' ,NA," New Orleans, La.", Ursuline Academy,2018,womens-basketball,
3,Iho Lopez, Forward, R-So., 6' 2'' ,NA," Blanes, Spain", IMG Academy,2018,womens-basketball,
4,Nicki Ekhomu, Guard, Jr., 5' 9'' ,NA," Bolingbrook, Ill.", Joliet Catholic Academy,2018,womens-basketball,
5,Savannah Wilkinson, Guard, So., 6' 0'' ,NA," London, England", Barking Abbey,2018,womens-basketball,
6,Nausia Woolfolk, Guard, Jr., 5' 9'' ,NA," Fort Valley, Ga.", Peach County High School,2018,womens-basketball,
7,Kiah Gillespie, Forward, R-Jr., 6' 2'' ,NA," Meriden, Conn.", Capital Prep Magnet,2018,womens-basketball,
8,Morgan Jones, Guard, Fr., 6' 2'' ,NA," Jonesboro, Ga.", Our Lady of Mercy,2018,womens-basketball,
9,Valencia Myers, Forward, Fr., 6' 3'' ,NA," Solon, Ohio", Solon High,2018,womens-basketball,
10,Izabela Nicoletti, Guard, Fr., 5' 10'' ,NA," Americana, Sao Paulo, Brazil", Neuse Christian Academy,2018,womens-basketball,
0,Bianca Jackson, Guard, R-So., 5' 11'' ,NA," Montgomery, Ala.", Brewbaker Tech Magnet,2019,womens-basketball,
1,River Baldwin, Center, Fr., 6' 5'' ,NA," Andalusia, Ala.", Pleasant Home,2019,womens-basketball,
2,Sammie Puisis, Guard, Fr., 6' 1'' ,NA," Mason, Ohio", William Mason,2019,womens-basketball,
3,Amaya Brown, Guard, So., 5' 11'' ,NA," Albuquerque, N.M.", Cibola High,2019,womens-basketball,
4,Sayawni Lassiter, Guard, R-So., 5' 10'' ,NA," Dorchester, Mass.", Newton North High,2019,womens-basketball,
5,Kourtney Weber, Guard, So., 5' 10'' ,NA," New Orleans, La.", Ursuline Academy,2019,womens-basketball,
6,Nicki Ekhomu, Guard, Sr., 5' 9'' ,NA," Bolingbrook, Ill.", Joliet Catholic Academy,2019,womens-basketball,
7,Savannah Wilkinson, Forward , Jr., 6' 0'' ,NA," London, England", Barking Abbey,2019,womens-basketball,
8,Nausia Woolfolk, Guard, Sr., 5' 9'' ,NA," Fort Valley, Ga.", Peach County High School,2019,womens-basketball,
9,Kiah Gillespie, Forward, R-Sr., 6' 2'' ,NA," Meriden, Conn.", Capital Prep Magnet,2019,womens-basketball,
10,Morgan Jones, Guard, So., 6' 2'' ,NA," Jonesboro, Ga.", Our Lady of Mercy,2019,womens-basketball,
11,Valencia Myers, Forward , So., 6' 3'' ,NA," Solon, Ohio", Solon High,2019,womens-basketball,
12,Izabela Nicoletti, Guard, R-Fr., 5' 10'' ,NA," Americana, Sao Paulo, Brazil", Neuse Christian Academy,2019,womens-basketball,
13,London Clarkson, Forward , Fr., 6' 2'' ,NA," Pflugerville, Texas", Pflugerville,2019,womens-basketball,
0,Bianca Jackson, Guard, R-Jr., 5' 11'' ,NA," Montgomery, Ala.", Brewbaker Tech Magnet,2020,womens-basketball,
1,River Baldwin, Center, So., 6' 5'' ,NA," Andalusia, Ala.", Pleasant Home,2020,womens-basketball,
2,Sammie Puisis, Guard, So., 6' 1'' ,NA," Mason, Ohio", William Mason,2020,womens-basketball,
3,Amaya Brown, Guard, Jr., 5' 11'' ,NA," Albuquerque, N.M.", Cibola High,2020,womens-basketball,
4,Sayawni Lassiter, Guard, R-Jr., 5' 10'' ,NA," Dorchester, Mass.", Newton North High,2020,womens-basketball,
5,Sara Bejedi, Guard, So., 5' 7'' ,NA," Helsinki, Finland", Arizona State,2020,womens-basketball,
6,Kourtney Weber, Guard, Jr., 5' 10'' ,NA," New Orleans, La.", Ursuline Academy,2020,womens-basketball,
7,Savannah Wilkinson, Forward , R-Jr., 6' 0'' ,NA," London, England", Barking Abbey,2020,womens-basketball,
8,Tiana England, Guard, R-Sr., 5' 7'' ,NA," Stamford, Conn.", Stamford,2020,womens-basketball,
9,Erin Howard, Forward, Jr., 6' 1'' ,NA," Madison, Wis.", Madison East,2020,womens-basketball,
10,Morgan Jones, Guard, Jr., 6' 2'' ,NA," Jonesboro, Ga.", Our Lady of Mercy,2020,womens-basketball,
11,Valencia Myers, Forward , Jr., 6' 3'' ,NA," Solon, Ohio", Solon High,2020,womens-basketball,
12,Izabela Nicoletti, Guard, R-So., 5' 10'' ,NA," Americana, Sao Paulo, Brazil", Neuse Christian Academy,2020,womens-basketball,
0,Bianca Jackson, Guard, R-Sr., 5' 11'' ,NA," Montgomery, Ala.", Brewbaker Tech Magnet,2021,womens-basketball,
1,River Baldwin, Center, Jr., 6' 5'' ,NA," Andalusia, Ala.", Pleasant Home,2021,womens-basketball,
2,Sammie Puisis, Guard, Jr., 6' 1'' ,NA," Mason, Ohio", William Mason,2021,womens-basketball,
3,Amaya Brown, Guard, R-Jr., 5' 11'' ,NA," Albuquerque, N.M.", Cibola High,2021,womens-basketball,
4,O’Mariah Gordon, Guard, Fr., 5' 4'' ,NA," Bradenton, Fla.", Braden River,2021,womens-basketball,
5,Sara Bejedi, Guard, Jr., 5' 7'' ,NA," Helsinki, Finland", Arizona State,2021,womens-basketball,
