,Name,Hometown,High School,Year,sport
5,Chris Merle,"Westhampton Beach, N.Y.",Westhampton Beach,2018,mlax
6,Cory Harris,"Fairfax, Va.",Oakton,2018,mlax
7,Will Rock,"McLean, Va.",Gonzaga,2018,mlax
8,Xander Dickson,"Greenwich, Conn.",Brunswick School,2018,mlax
9,Cade Saustad,"Dallas, Texas",Highland Park HS,2018,mlax
10,Jack Simmons,"Lutherville, Md.",McDonogh School,2018,mlax
11,Griffin Harris,"South Hamilton, Mass.",The Governors Academy,2018,mlax
12,Matt Dziama,"Wellesley, Mass.",Wellesley/Deerfield Academy,2018,mlax
13,Griffin Thompson,"Princeton, N.J.",Lawrenceville,2018,mlax
14,Kyle Kology,"Chatham, N.J.",Chatham,2018,mlax
15,Griffin Spolansky,"New York, N.Y.",Lawrenceville (N.J.),2018,mlax
16,Milan Murray,"Boston, Mass.",Thayer Academy,2018,mlax
17,Regan Quinn,"Rockville Centre, N.Y.",Chaminade,2018,mlax
18,Dave Smith,"Medford, N.J.",Shawnee,2018,mlax
19,Ryan Conrad,"Timonium, Md.",Loyola-Blakefield,2018,mlax
20,Petey LaSalla,"Miller Place, N.Y.",Rocky Point HS,2018,mlax
21,Payton Cormier,"Oakville, Ontario",Oakville HS,2018,mlax
22,Patrick Burkinshaw,"Madison, Conn.",Brunswick School,2018,mlax
23,Jackson Appelt,"New Canaan, Conn.",New Canaan HS,2018,mlax
24,Jared Conners,"Pittsford, N.Y.",Pittsford,2018,mlax
25,Hall Peters,"San Francisco, Calif.",St. Ignatius Prep,2018,mlax
26,Jack Reilly,"Berwyn, Pa.",Conestoga,2018,mlax
27,Paul Rodriguez,"Los Angeles, Calif.",Harvard-Westlake HS,2018,mlax
28,Grayson Sallade,"Lancaster, Pa.",Manheim Township HS,2018,mlax
29,William Hudson,"Baltimore, Md.",Westminster School (Ga.),2018,mlax
30,John Fox,"New Canaan, Conn.",Brunswick School,2018,mlax
31,Kian Olexo,"Annapolis, Md.",Archbishop Spalding,2018,mlax
32,Justin Schwenk,"Royersford, Pa.",Spring-Ford,2018,mlax
33,Mitch Gordon,"Glen Arm, Md.",St. Paul's,2018,mlax
34,Alex Rode,"Timonium, Md.",St. Paul's,2018,mlax
35,Ryan Lamb,"Burke, Va.",Paul VI Catholic,2018,mlax
36,Theo Dol,"Georgetown, Ontario",Avon Old Farms School (Conn.),2018,mlax
37,Mikey Herring,"Dedham, Mass.",Avon Old Farms School (Conn.),2018,mlax
38,Logan Greco,"Hauppauge, N.Y.",Smithtown West,2018,mlax
39,Ryan Pride,"McLean, Va.",The Landon School,2018,mlax
40,Lawson Pisani,"Aspen, Colo.",Hotchkiss School (Conn.),2018,mlax
41,Luke Brugel,"Great Falls, Va.",Paul VI/Deerfield Academy,2018,mlax
42,Jack Peele,"McLean, Va.",The Potomac School,2018,mlax
43,Wade Maloney,"Rumson, N.J.",Lawrenceville,2018,mlax
0,Connor Shellenberger,"Charlottesville, Va.",St. Anne’s-Belfield School,2019,mlax
1,Michael Kraus,"New Canaan, Conn.",New Canaan,2019,mlax
2,Ian Laviano,"Laurel Hollow, N.Y.",Cold Spring Harbor,2019,mlax
3,Jeff Conner,"Wallingford, Pa.",Strath Haven HS,2019,mlax
4,David Roselle,"Charlotte, N.C.",St. Paul's School (N.H.),2019,mlax
5,Matt Moore,"Garnet Valley, Pa.",Garnet Valley HS,2019,mlax
6,Dox Aitken,"Villanova, Pa.",Haverford,2019,mlax
7,Chris Merle,"Westhampton Beach, N.Y.",Westhampton Beach,2019,mlax
8,Danny Parker,"Mount Sinai, N.Y.",Saint Anthony's HS,2019,mlax
9,Will Rock,"McLean, Va.",Gonzaga,2019,mlax
10,Xander Dickson,"Greenwich, Conn.",Brunswick School,2019,mlax
11,Cade Saustad,"Dallas, Texas",Highland Park HS,2019,mlax
12,Jack Simmons,"Lutherville, Md.",McDonogh School,2019,mlax
13,Griffin Harris,"South Hamilton, Mass.",The Governors Academy,2019,mlax
14,Will Cory,"Charlottesville, Va.",Episcopal HS,2019,mlax
15,Griffin Thompson,"Princeton, N.J.",Lawrenceville,2019,mlax
16,Kyle Kology,"Chatham, N.J.",Chatham,2019,mlax
17,Miles Thompson,"Princeton, N.J.",Episcopal,2019,mlax
18,Milan Murray,"Boston, Mass.",Thayer Academy,2019,mlax
19,Regan Quinn,"Rockville Centre, N.Y.",Chaminade,2019,mlax
20,Drew Brennfleck,"Mountain Lakes, N.J.",Mountain Lakes HS,2019,mlax
21,Gavin Tygh,"Malvern, Pa.",William Penn Charter School,2019,mlax
22,Quentin Matsui,"Eden Prairie, Minn.",Eden Prairie HS,2019,mlax
23,Petey LaSalla,"Miller Place, N.Y.",Rocky Point HS,2019,mlax
24,Payton Cormier,"Oakville, Ontario",Oakville HS,2019,mlax
25,Scott Bower,"Dallas, Texas",Episcopal School of Dallas,2019,mlax
26,Jackson Appelt,"New Canaan, Conn.",New Canaan HS,2019,mlax
27,Jared Conners,"Pittsford, N.Y.",Pittsford,2019,mlax
28,Hall Peters,"San Francisco, Calif.",St. Ignatius Prep,2019,mlax
29,John Izlar,"Atlanta, Ga.",The Westminster Schools,2019,mlax
30,Paul Rodriguez,"Los Angeles, Calif.",Harvard-Westlake HS,2019,mlax
31,Grayson Sallade,"Lancaster, Pa.",Manheim Township HS,2019,mlax
32,Peter Garno,"Haverford, Pa.",Haverford School,2019,mlax
33,John Fox,"New Canaan, Conn.",Brunswick School,2019,mlax
34,Kian Olexo,"Annapolis, Md.",Archbishop Spalding,2019,mlax
35,Justin Schwenk,"Royersford, Pa.",Spring-Ford,2019,mlax
36,Mitch Gordon,"Glen Arm, Md.",St. Paul's,2019,mlax
37,Alex Rode,"Timonium, Md.",St. Paul's,2019,mlax
38,Ryan Lamb,"Burke, Va.",Paul VI Catholic,2019,mlax
39,Theo Dol,"Georgetown, Ontario",Avon Old Farms School (Conn.),2019,mlax
40,Michael Bienkowski,"Islip, N.Y.",Islip HS,2019,mlax
41,Mitchell Whalen,"Buford, Ga.",Buford HS,2019,mlax
42,Jake Giulieri,"Potomac, Md.",Georgetown Prep,2019,mlax
43,Ryan Pride,"McLean, Va.",The Landon School,2019,mlax
44,Luke Brugel,"Great Falls, Va.",Paul VI/Deerfield Academy,2019,mlax
45,Jack Peele,"McLean, Va.",The Potomac School,2019,mlax
46,Wade Maloney,"Rumson, N.J.",Lawrenceville,2019,mlax
0,Connor Shellenberger,"Charlottesville, Va.",St. Anne’s-Belfield School,2020,mlax
1,Russ Maher,"Mount Sinai, N.Y.",Mount Sinai,2020,mlax
2,Ian Laviano,"Laurel Hollow, N.Y.",Cold Spring Harbor,2020,mlax
3,Jeff Conner,"Wallingford, Pa.",Strath Haven HS,2020,mlax
4,Matt Moore,"Garnet Valley, Pa.",Garnet Valley HS,2020,mlax
5,Dox Aitken,"Villanova, Pa.",Haverford,2020,mlax
6,Chris Merle,"Westhampton Beach, N.Y.",Westhampton Beach,2020,mlax
7,Danny Parker,"Mount Sinai, N.Y.",Saint Anthony's HS,2020,mlax
8,Xander Dickson,"Greenwich, Conn.",Brunswick School,2020,mlax
9,Cade Saustad,"Dallas, Texas",Highland Park HS,2020,mlax
10,Jack Simmons,"Lutherville, Md.",McDonogh School,2020,mlax
11,Griffin Harris,"South Hamilton, Mass.",The Governors Academy,2020,mlax
12,Will Cory,"Charlottesville, Va.",Episcopal HS,2020,mlax
13,Mike Prestipino,"Berwyn, Pa.",Conestoga HS,2020,mlax
14,Kyle Kology,"Chatham, N.J.",Chatham,2020,mlax
15,Miles Thompson,"Princeton, N.J.",Episcopal HS,2020,mlax
16,Patrick McIntosh,"Palo Alto, Calif.",Salisbury School (Conn.),2020,mlax
17,Regan Quinn,"Rockville Centre, N.Y.",Chaminade HS,2020,mlax
18,Drew Brennfleck,"Mountain Lakes, N.J.",Mountain Lakes HS,2020,mlax
19,Gavin Tygh,"Malvern, Pa.",William Penn Charter School,2020,mlax
20,Quentin Matsui,"Eden Prairie, Minn.",Eden Prairie HS,2020,mlax
21,Petey LaSalla,"Miller Place, N.Y.",Rocky Point HS,2020,mlax
22,Payton Cormier,"Oakville, Ontario",Oakville HS,2020,mlax
23,Scott Bower,"Dallas, Texas",Episcopal School of Dallas,2020,mlax
24,Jackson Appelt,"New Canaan, Conn.",New Canaan HS,2020,mlax
25,Jack Walshe,"Commack, N.Y.",St. Anthony's HS,2020,mlax
26,Jared Conners,"Pittsford, N.Y.",Pittsford,2020,mlax
27,Hall Peters,"San Francisco, Calif.",St. Ignatius Prep,2020,mlax
28,John Izlar,"Atlanta, Ga.",The Westminster Schools,2020,mlax
29,Paul Rodriguez,"Los Angeles, Calif.",Harvard-Westlake HS,2020,mlax
30,Grayson Sallade,"Lancaster, Pa.",Manheim Township HS,2020,mlax
31,Peter Garno,"Haverford, Pa.",Haverford School,2020,mlax
32,John Fox,"New Canaan, Conn.",Brunswick School,2020,mlax
33,Kian Olexo,"Annapolis, Md.",Archbishop Spalding HS,2020,mlax
34,Mikie Harmeyer,"Millersville, Md.",Severna Park HS,2020,mlax
35,Alex Rode,"Timonium, Md.",St. Paul's,2020,mlax
36,Cole Kastner,"Palo Alto, Calif.",Menlo School,2020,mlax
37,Gable Braun,"Boca Raton, Fla.",McDonogh School (Md.),2020,mlax
38,Charlie Bertrand,"Baldwinsville, N.Y.",Baldwinsville,2020,mlax
39,Michael Bienkowski,"Islip, N.Y.",Islip HS,2020,mlax
40,Mitchell Whalen,"Buford, Ga.",Buford HS,2020,mlax
41,Jake Giulieri,"Potomac, Md.",Georgetown Prep,2020,mlax
42,Ben Wayer,"Alexandria, Va.",St. Stephens & St. Agnes School,2020,mlax
43,Ryan Pride,"McLean, Va.",The Landon School,2020,mlax
44,David Roselle,"Charlotte, N.C.",St. Paul's School (N.H.),2020,mlax
45,Bobby Gavin,"San Diego, Calif.",Torrey Pines HS,2020,mlax
46,Jack Peele,"McLean, Va.",The Potomac School,2020,mlax
47,Connell Kumar,"Lebanon, N.J.",Seton Hall Prep,2020,mlax
0,Evan Zinn,"Westport, Conn.",Staples HS,2021,mlax
1,Connor Shellenberger,"Charlottesville, Va.",St. Anne’s-Belfield School,2021,mlax
2,Thomas Mencke,"Dallas, Texas",Highland Park HS,2021,mlax
3,Jeff Conner,"Wallingford, Pa.",Strath Haven HS,2021,mlax
4,Matt Moore,"Garnet Valley, Pa.",Garnet Valley HS,2021,mlax
5,Will Inderlied,"Virginia Beach, Va.",Norfolk Academy,2021,mlax
6,Danny Parker,"Mount Sinai, N.Y.",Saint Anthony's HS,2021,mlax
7,Tucker Mullen,"Delray Beach, Fla.",The Taft School,2021,mlax
8,Xander Dickson,"Greenwich, Conn.",Brunswick School,2021,mlax
9,Cade Saustad,"Dallas, Texas",Highland Park HS,2021,mlax
10,Jack Simmons,"Lutherville, Md.",McDonogh School,2021,mlax
11,Corbin Switzer,"Atlanta, Ga.",Woodward Academy,2021,mlax
12,Will Cory,"Charlottesville, Va.",Episcopal HS,2021,mlax
13,Mike Prestipino,"Berwyn, Pa.",Conestoga HS,2021,mlax
14,George Fulton,"Boston, Mass.",Middlesex School,2021,mlax
15,Miles Thompson,"Princeton, N.J.",Episcopal HS,2021,mlax
16,Patrick McIntosh,"Palo Alto, Calif.",Salisbury School (Conn.),2021,mlax
17,Regan Quinn,"Rockville Centre, N.Y.",Chaminade HS,2021,mlax
18,Drew Brennfleck,"Mountain Lakes, N.J.",Mountain Lakes HS,2021,mlax
19,Tommy McNeal,"Windham, New Hampshire",New Hampton School,2021,mlax
20,Quentin Matsui,"Eden Prairie, Minn.",Eden Prairie HS,2021,mlax
21,Petey LaSalla,"Miller Place, N.Y.",Rocky Point HS,2021,mlax
22,Payton Cormier,"Oakville, Ontario",Oakville HS,2021,mlax
23,Scott Bower,"Dallas, Texas",Episcopal School of Dallas,2021,mlax
24,Griffin Schutz,"Trumbull, Conn.",Deerfield Academy,2021,mlax
25,Jack Walshe,"Commack, N.Y.",St. Anthony's HS,2021,mlax
26,John Izlar,"Atlanta, Ga.",The Westminster Schools,2021,mlax
27,Paul Rodriguez,"Los Angeles, Calif.",Harvard-Westlake HS,2021,mlax
28,Grayson Sallade,"Lancaster, Pa.",Manheim Township HS,2021,mlax
29,Peter Garno,"Haverford, Pa.",Haverford School,2021,mlax
30,Noah Chizmar,"Baltimore, Md.",St. Paul's School,2021,mlax
31,Kian Olexo,"Annapolis, Md.",Archbishop Spalding HS,2021,mlax
32,Max Wooten,"Charlottesville, Va.",Albemarle HS,2021,mlax
33,Cole Kastner,"Palo Alto, Calif.",Menlo School,2021,mlax
34,Gable Braun,"Boca Raton, Fla.",McDonogh School (Md.),2021,mlax
35,Matthew Nunes,"The Woodlands, Texas",The Woodlands HS,2021,mlax
36,Michael Bienkowski,"Islip, N.Y.",Islip HS,2021,mlax
37,Mitchell Whalen,"Buford, Ga.",Buford HS,2021,mlax
38,Jake Giulieri,"Potomac, Md.",Georgetown Prep,2021,mlax
39,Ben Wayer,"Alexandria, Va.",St. Stephens & St. Agnes School,2021,mlax
40,Dawson Chitwood,"Charlottesville, Va.",Woodberry Forest School,2021,mlax
41,David Roselle,"Charlotte, N.C.",St. Paul's School (N.H.),2021,mlax
42,Jack Peele,"McLean, Va.",The Potomac School,2021,mlax
43,Connell Kumar,"Lebanon, N.J.",Seton Hall Prep,2021,mlax
0,Evan Zinn,"Westport, Conn.",Staples HS,2022,mlax
1,Connor Shellenberger,"Charlottesville, Va.",St. Anne’s-Belfield School,2022,mlax
2,Thomas Mencke,"Dallas, Texas",Highland Park HS,2022,mlax
3,Truitt Sunderland,"Baltimore, Md.",Calvert Hall College HS,2022,mlax
4,Jeff Conner,"Wallingford, Pa.",Strath Haven HS,2022,mlax
5,Joey Terenzi,"Manhasset, N.Y.",Manhasset HS,2022,mlax
6,Will Inderlied,"Virginia Beach, Va.",Norfolk Academy,2022,mlax
7,Malachi Jones,"Owings Mills, Md.",McDonogh HS,2022,mlax
8,Danny Parker,"Mount Sinai, N.Y.",Saint Anthony's HS,2022,mlax
9,Tucker Mullen,"Delray Beach, Fla.",The Taft School,2022,mlax
10,Xander Dickson,"Greenwich, Conn.",Brunswick School,2022,mlax
11,Cade Saustad,"Dallas, Texas",Highland Park HS,2022,mlax
12,Thomas McConvey,"Toronto, Ontario",St. Michael's College School,2022,mlax
13,Ryan Colsey,"Ridgefield, Conn.",Ridgefield School,2022,mlax
14,Will Cory,"Charlottesville, Va.",Episcopal HS,2022,mlax
15,Mike Prestipino,"Berwyn, Pa.",Conestoga HS,2022,mlax
16,George Fulton,"Boston, Mass.",Middlesex School,2022,mlax
17,Mack Till,"Englewood, Colo.",Trinity-Pawling School,2022,mlax
18,Patrick McIntosh,"Palo Alto, Calif.",Salisbury School (Conn.),2022,mlax
19,Tim Myers,"Charlottesville, Va.",St. Anne’s-Belfield School,2022,mlax
20,Drew Brennfleck,"Mountain Lakes, N.J.",Mountain Lakes HS,2022,mlax
21,Tommy McNeal,"Windham, New Hampshire",New Hampton School,2022,mlax
22,Quentin Matsui,"Eden Prairie, Minn.",Eden Prairie HS,2022,mlax
23,Petey LaSalla,"Miller Place, N.Y.",Rocky Point HS,2022,mlax
24,Payton Cormier,"Oakville, Ontario",Oakville HS,2022,mlax
25,Scott Bower,"Dallas, Texas",Episcopal School of Dallas,2022,mlax
26,Griffin Schutz,"Trumbull, Conn.",Deerfield Academy,2022,mlax
27,Jack Walshe,"Commack, N.Y.",St. Anthony's HS,2022,mlax
28,Mac Eldridge,"Richmond, Va.",Georgetown Prep,2022,mlax
29,Griffin Kology,"Chatham, N.J.",Chatham HS,2022,mlax
30,John Izlar,"Atlanta, Ga.",The Westminster Schools,2022,mlax
31,Grayson Sallade,"Lancaster, Pa.",Manheim Township HS,2022,mlax
32,Peter Garno,"Haverford, Pa.",Haverford School,2022,mlax
33,Noah Chizmar,"Baltimore, Md.",St. Paul's School,2022,mlax
34,Burke McFarlane,"Ashburn, Va.",St. Paul VI Catholic HS,2022,mlax
35,Mikie Harmeyer,"Millersville, Md.",Severna Park HS,2022,mlax
36,Max Wooten,"Charlottesville, Va.",Albemarle HS,2022,mlax
37,Kyle Morris,"Baltimore, Md.",Gilman School,2022,mlax
38,Cole Kastner,"Palo Alto, Calif.",Menlo School,2022,mlax
39,Gable Braun,"Boca Raton, Fla.",McDonogh School (Md.),2022,mlax
40,Matthew Nunes,"The Woodlands, Texas",The Woodlands HS,2022,mlax
41,Michael Bienkowski,"Islip, N.Y.",Islip HS,2022,mlax
42,Mitchell Whalen,"Buford, Ga.",Buford HS,2022,mlax
43,Jake Giulieri,"Potomac, Md.",Georgetown Prep,2022,mlax
44,Ben Wayer,"Alexandria, Va.",St. Stephens & St. Agnes School,2022,mlax
45,Dawson Chitwood,"Charlottesville, Va.",Woodberry Forest School,2022,mlax
46,David Roselle,"Charlotte, N.C.",St. Paul's School (N.H.),2022,mlax
47,John Schroter,"Leesburg, Va.",Riverside HS,2022,mlax
48,Ricky Miezan,"Alexandria, Va.",Episcopal School,2022,mlax
0,Kian McCarthy,"Rye, N.Y.",Rye HS,2023,mlax
1,Connor Shellenberger,"Charlottesville, Va.",St. Anne’s-Belfield School,2023,mlax
2,Thomas Mencke,"Dallas, Texas",Highland Park HS,2023,mlax
3,Truitt Sunderland,"Baltimore, Md.",Calvert Hall College HS,2023,mlax
4,Joey Terenzi,"Manhasset, N.Y.",Manhasset HS,2023,mlax
5,Will Inderlied,"Virginia Beach, Va.",Norfolk Academy,2023,mlax
6,Malachi Jones,"Owings Mills, Md.",McDonogh HS,2023,mlax
7,Luke Pisani,"Jupiter, Fla.",Salisbury School,2023,mlax
8,McCabe Millon,"Reisterstown, Md.",McDonogh School,2023,mlax
9,Tucker Mullen,"Delray Beach, Fla.",The Taft School,2023,mlax
10,Wills Burt,"Newton Square, Pa.",The Haverford School,2023,mlax
11,Caulley Deringer,"Alexandria, Va.",Episcopal HS,2023,mlax
12,Chase Band,"Potomac, Md.",The Bullis School,2023,mlax
13,Ryan Colsey,"Ridgefield, Conn.",Ridgefield School,2023,mlax
14,Will Cory,"Charlottesville, Va.",Episcopal HS,2023,mlax
15,Mike Prestipino,"Berwyn, Pa.",Conestoga HS,2023,mlax
16,George Fulton,"Boston, Mass.",Middlesex School,2023,mlax
17,Mack Till,"Englewood, Colo.",Trinity-Pawling School,2023,mlax
18,Patrick McIntosh,"Palo Alto, Calif.",Salisbury School (Conn.),2023,mlax
19,Tim Myers,"Charlottesville, Va.",St. Anne’s-Belfield School,2023,mlax
20,Will Erdmann,"Norwalk, Conn.",Brunswick School,2023,mlax
21,Tommy McNeal,"Windham, New Hampshire",New Hampton School,2023,mlax
22,Eli Petty,"Richmond, Va.",Collegiate School,2023,mlax
23,Chase Yager,"Virginia Beach, Va.",Norfolk Academy,2023,mlax
24,Payton Cormier,"Oakville, Ontario",Oakville HS,2023,mlax
25,Henry Metz,"Bloomfield Hills, Mich.",Salisbury School,2023,mlax
26,Griffin Schutz,"Trumbull, Conn.",Deerfield Academy,2023,mlax
27,Jack Walshe,"Commack, N.Y.",St. Anthony's HS,2023,mlax
28,Jack Boyden,"Toronto, Ontario",Upper Canada College,2023,mlax
29,Griffin Kology,"Chatham, N.J.",Chatham HS,2023,mlax
30,Anthony Ghobriel,"Dallas, Texas",Highland Park,2023,mlax
31,Matthew DeSouza,"Oakton, Virginia",Oakton HS,2023,mlax
32,Noah Chizmar,"Baltimore, Md.",St. Paul's School,2023,mlax
33,Burke McFarlane,"Ashburn, Va.",St. Paul VI Catholic HS,2023,mlax
34,Mikie Harmeyer,"Millersville, Md.",Severna Park HS,2023,mlax
35,Max Wooten,"Charlottesville, Va.",Albemarle HS,2023,mlax
36,Kyle Morris,"Baltimore, Md.",Gilman School,2023,mlax
37,Cole Kastner,"Palo Alto, Calif.",Menlo School,2023,mlax
38,Gable Braun,"Boca Raton, Fla.",McDonogh School (Md.),2023,mlax
39,Matthew Nunes,"The Woodlands, Texas",The Woodlands HS,2023,mlax
40,Mitchell Whalen,"Buford, Ga.",Buford HS,2023,mlax
41,Ben Wayer,"Alexandria, Va.",St. Stephens & St. Agnes School,2023,mlax
42,Dawson Chitwood,"Charlottesville, Va.",Woodberry Forest School,2023,mlax
43,John Schroter,"Leesburg, Va.",Riverside HS,2023,mlax
44,Thomas Colucci,"Westfield, N.J.",Seton Hall Preparatory School,2023,mlax
45,Cole Webber,"Garden City, N.Y.",Garden City HS,2023,mlax
0,Kasey Behr,"Northport, N.Y.",St. Anthony's,2014,wlax
1,Lilly DiNardo,"Salisbury, Md.",Worcester Prep,2014,wlax
2,Kelly Reese,"Severna Park, Md.",Severn,2014,wlax
3,Morgan Stephens,"Olney, Md.",Good Counsel,2014,wlax
4,Courtney Swan,"Vero Beach, Fla.",Vero Beach,2014,wlax
5,Caroline Seats,"Baltimore, Md.",Georgetown,2014,wlax
6,Liza Blue,"Butler, Md.",Garrison Forest,2014,wlax
7,Katherine Rueger,"Cold Spring Harbor, N.Y.",Davidson,2014,wlax
8,Rachel Kolk,"Severna Park, Md.",Severna Park,2014,wlax
9,Ella Cooper,"Cockeysville, Md.",Friends School,2014,wlax
10,Kelsey Gahan,"Cockeysville, Md.",Notre Dame Prep,2014,wlax
11,Meghan Heick,"Centreville, Va.",Westfield,2014,wlax
12,Daniela Kelly,"Rumson, N.J.",The Peddie School,2014,wlax
13,Jacqueline Wasilko,"Manorville, N.Y.",Eastport-South Manor,2014,wlax
14,Casey Bocklet,"South Salem, N.Y.",Northwestern,2014,wlax
15,Besser Dyson,"Alexandria, Va.",St. Stephens & St. Agnes,2014,wlax
16,Maggie Preas,"Rockville, Md.",McDonogh School,2014,wlax
17,Carrera Lucas,"Brooklandville, Md.",St. Paul's School for Girls,2014,wlax
18,Posey Valis,"Baltimore, Md.",McDonogh School,2014,wlax
19,Mary Alati,"Glen Ridge, N.J.",Glen Ridge,2014,wlax
20,Sarah Gillespie,"Mendham, N.J.",Mendham,2014,wlax
21,Daniela Eppler,"Baltimore, Md.",Roland Park Country School,2014,wlax
22,Wyatt Whitley,"Alexandria, Va.",St. Stephens & St. Agnes,2014,wlax
23,Ana Hagerup,"Washington, D.C.",Georgetown Visitation Prep,2014,wlax
24,Kelly Boyd,"Baltimore, Md.",St. Paul's School for Girls,2014,wlax
25,Brooke Boyd,"Baltimore, Md.",St. Paul's School for Girls,2014,wlax
0,Kasey Behr,"Northport, N.Y.",St. Anthony's,2015,wlax
1,Lilly DiNardo,"Salisbury, Md.",Worcester Prep,2015,wlax
2,Evie Lopoo,"Syracuse, N.Y.",Christian Brothers Academy,2015,wlax
3,Kelly Reese,"Severna Park, Md.",Severn,2015,wlax
4,Avery Shoemaker,"Wyndmoor, Pa.",Penn Charter School,2015,wlax
5,Sophie Alecce,"Baltimore, Md.",McDonogh School,2015,wlax
6,Angie Loynaz,"Cos Cob, Conn.",Greenwich Academy,2015,wlax
7,Cordelia Peters,"Larkspur, Calif.",Hotchkiss School,2015,wlax
8,Katherine Rueger,"Cold Spring Harbor, N.Y.",Davidson,2015,wlax
9,Rachel Kolk,"Severna Park, Md.",Severna Park,2015,wlax
10,Ella Cooper,"Cockeysville, Md.",Friends School,2015,wlax
11,Kaitlin Luzik,"Alexandria, Va.",Bishop Ireton High School,2015,wlax
12,Maggie Jackson,"Alexandria, Va.",Georgetown Visitation Prep,2015,wlax
13,Allison Shields,"Phoenix, Md.",Notre Dame Prep,2015,wlax
14,Meghan Heick,"Centreville, Va.",Westfield,2015,wlax
15,Daniela Kelly,"Rumson, N.J.",The Peddie School,2015,wlax
16,Jacqueline Wasilko,"Manorville, N.Y.",Eastport-South Manor,2015,wlax
17,Besser Dyson,"Alexandria, Va.",St. Stephens & St. Agnes,2015,wlax
18,Maggie Preas,"Rockville, Md.",McDonogh School,2015,wlax
19,Emily McBride,"Lititz, Pa.",Manheim Township High School,2015,wlax
20,Carrera Lucas,"Brooklandville, Md.",St. Paul's School for Girls,2015,wlax
21,Posey Valis,"Baltimore, Md.",McDonogh School,2015,wlax
22,Mary Alati,"Glen Ridge, N.J.",Glen Ridge,2015,wlax
23,Sarah Gillespie,"Mendham, N.J.",Mendham,2015,wlax
24,Ashley Morris,"Purcellville, Va.",Woodgrove High School,2015,wlax
25,Wyatt Whitley,"Alexandria, Va.",St. Stephens & St. Agnes,2015,wlax
26,Ana Hagerup,"Washington, D.C.",Georgetown Visitation Prep,2015,wlax
27,Kelly Boyd,"Baltimore, Md.",St. Paul's School for Girls,2015,wlax
28,Brooke Boyd,"Baltimore, Md.",St. Paul's School for Girls,2015,wlax
0,Kasey Behr,"Northport, N.Y.",St. Anthony's,2016,wlax
1,Sammy Mueller,"Pelham, NY",Hackley School,2016,wlax
2,Lilly DiNardo,"Salisbury, Md.",Worcester Prep,2016,wlax
3,Evie Lopoo,"Syracuse, N.Y.",Christian Brothers Academy,2016,wlax
4,Kelly Reese,"Severna Park, Md.",Severn,2016,wlax
5,Avery Shoemaker,"Wyndmoor, Pa.",Penn Charter School,2016,wlax
6,Sophie Alecce,"Baltimore, Md.",McDonogh School,2016,wlax
7,Angie Loynaz,"Cos Cob, Conn.",Greenwich Academy,2016,wlax
8,Katherine Rueger,"Cold Spring Harbor, N.Y.",Davidson,2016,wlax
9,Rachel Kolk,"Severna Park, Md.",Severna Park,2016,wlax
10,Kaitlin Luzik,"Alexandria, Va.",Bishop Ireton High School,2016,wlax
11,Maggie Jackson,"Alexandria, Va.",Georgetown Visitation Prep,2016,wlax
12,Allison Shields,"Phoenix, Md.",Notre Dame Prep,2016,wlax
13,Daniela Kelly,"Rumson, N.J.",The Peddie School,2016,wlax
14,Jacqueline Wasilko,"Manorville, N.Y.",Eastport-South Manor,2016,wlax
15,Kelly Harrington,"Baltimore, Md.",St. Paul's School for Girls,2016,wlax
16,Besser Dyson,"Alexandria, Va.",St. Stephens & St. Agnes,2016,wlax
17,Maggie Preas,"Rockville, Md.",McDonogh School,2016,wlax
18,Emily McBride,"Lititz, Pa.",Manheim Township High School,2016,wlax
19,Carrera Lucas,"Brooklandville, Md.",St. Paul's School for Girls,2016,wlax
20,Posey Valis,"Baltimore, Md.",McDonogh School,2016,wlax
21,Charlie Campbell,"Lloyd Harbor, NY",St. Anthony's,2016,wlax
22,Nora Bowen,"Lovettsville, Va.",Woodgrove,2016,wlax
23,Alex Grace,"Purcellville, Va.",Fox Croft,2016,wlax
24,Megan Plain,"Pittsford, NY",Pittsford Mendon,2016,wlax
25,Ashley Stilo,"Yorktown Heights, NY",Yorktown,2016,wlax
26,Ashley Morris,"Purcellville, Va.",Woodgrove High School,2016,wlax
27,Wyatt Whitley,"Alexandria, Va.",St. Stephens & St. Agnes,2016,wlax
28,Ana Hagerup,"Washington, D.C.",Georgetown Visitation Prep,2016,wlax
